"","Description","spID","MW","retinaKO","retinaWT","testisKO","testisWT"
"1423","Nuclear pore complex protein Nup54 OS=Mus musculus GN=Nup54 PE=1 SV=1","Q8BTS4",56,0,2,4,2
"1424","Nuclear pore complex protein Nup85 OS=Mus musculus GN=Nup85 PE=1 SV=1","Q8R480",75,0,0,2,5
"1425","Nuclear pore complex protein Nup88 OS=Mus musculus GN=Nup88 PE=1 SV=1","Q8CEC0",85,9,5,18,16
"1426","Nuclear pore complex protein Nup93 OS=Mus musculus GN=Nup93 PE=1 SV=1","Q8BJ71",93,13,21,27,36
"1427","Nuclear pore complex protein Nup98-Nup96 OS=Mus musculus GN=Nup98 PE=1 SV=2","Q6PFD9",197,42,28,20,24
"1428","Nuclear pore glycoprotein p62 OS=Mus musculus GN=Nup62 PE=1 SV=2","Q63850",53,2,3,6,5
"1429","Nuclear pore membrane glycoprotein 210 OS=Mus musculus GN=Nup210 PE=1 SV=2","Q9QY81",204,3,8,0,0
"1430","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3","P60670",68,4,5,56,50
"1431","Nuclear protein MDM1 OS=Mus musculus GN=Mdm1 PE=1 SV=2","Q9D067",80,23,21,0,0
"1432","Nuclear receptor coactivator 1 OS=Mus musculus GN=Ncoa1 PE=1 SV=2","P70365",157,20,26,0,0
"1433","Nuclear receptor coactivator 2 OS=Mus musculus GN=Ncoa2 PE=1 SV=3","Q61026",158,21,23,2,5
"1434","Nuclear receptor coactivator 3 OS=Mus musculus GN=Ncoa3 PE=1 SV=2","O09000",152,2,0,0,0
"1435","Nuclear receptor coactivator 5 OS=Mus musculus GN=Ncoa5 PE=1 SV=1","Q91W39",65,45,43,11,7
"1436","Nuclear receptor coactivator 6 OS=Mus musculus GN=Ncoa6 PE=1 SV=1","Q9JL19",220,0,2,0,0
"1437","Nuclear receptor corepressor 1 OS=Mus musculus GN=Ncor1 PE=1 SV=1","Q60974",271,5,4,0,0
"1438","Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2 PE=1 SV=3","Q9WU42",270,2,7,0,0
"1439","Nuclear receptor ROR-beta OS=Mus musculus GN=Rorb PE=1 SV=3","Q8R1B8",53,6,6,0,0
"1440","Nuclear receptor subfamily 1 group D member 1 OS=Mus musculus GN=Nr1d1 PE=1 SV=1","Q3UV55",67,3,3,0,0
"1441","Nuclear RNA export factor 1 OS=Mus musculus GN=Nxf1 PE=1 SV=3","Q99JX7",70,28,33,27,28
"1442","Nuclear transition protein 2 OS=Mus musculus GN=Tnp2 PE=2 SV=3","P11378",13,0,0,11,10
"1443","Nuclear valosin-containing protein-like OS=Mus musculus GN=Nvl PE=1 SV=1","Q9DBY8",94,0,3,0,0
"1444","Nuclease EXOG, mitochondrial OS=Mus musculus GN=Exog PE=1 SV=1","Q8C163",41,0,2,0,0
"1445","Nuclease-sensitive element-binding protein 1 OS=Mus musculus GN=Ybx1 PE=1 SV=3","P62960",36,16,22,18,17
"1446","Nucleolar GTP-binding protein 1 OS=Mus musculus GN=Gtpbp4 PE=1 SV=3","Q99ME9",74,0,3,0,0
"1447","Nucleolar GTP-binding protein 2 OS=Mus musculus GN=Gnl2 PE=1 SV=2","Q99LH1",83,4,3,0,0
"1448","Nucleolar protein 56 OS=Mus musculus GN=Nop56 PE=1 SV=2","Q9D6Z1",64,20,24,6,2
"1449","Nucleolar protein 58 OS=Mus musculus GN=Nop58 PE=1 SV=1","Q6DFW4",60,8,11,7,5
"1450","Nucleolar protein 9 OS=Mus musculus GN=Nop9 PE=1 SV=1","Q8BMC4",70,0,0,0,2
"1451","Nucleolar RNA helicase 2 OS=Mus musculus GN=Ddx21 PE=1 SV=3","Q9JIK5",94,23,34,10,11
"1452","Nucleolin OS=Mus musculus GN=Ncl PE=1 SV=2","P09405",77,13,13,0,0
"1453","Nucleolysin TIA-1 OS=Mus musculus GN=Tia1 PE=1 SV=1","P52912",43,22,30,24,17
"1454","Nucleolysin TIAR OS=Mus musculus GN=Tial1 PE=1 SV=1","P70318",43,29,31,39,37
"1455","Nucleoporin NUP188 homolog OS=Mus musculus GN=Nup188 PE=1 SV=2","Q6ZQH8",197,0,2,14,20
"1456","Nucleoporin Nup37 OS=Mus musculus GN=Nup37 PE=1 SV=2","Q9CWU9",37,0,0,6,5
"1457","Nucleoporin p58/p45 OS=Mus musculus GN=Nup58 PE=1 SV=1","Q8R332",59,0,0,3,3
"1458","Nucleoporin SEH1 OS=Mus musculus GN=Seh1l PE=2 SV=1","Q8R2U0",40,6,5,8,7
"1459","Nucleoporin-like protein 2 OS=Mus musculus GN=Nupl2 PE=2 SV=1","Q8CIC2",44,3,5,0,0
"1460","Nucleoredoxin-like protein 1 OS=Mus musculus GN=Nxnl1 PE=2 SV=1","Q8VC33",25,0,6,0,0
"1461","Nucleoside diphosphate kinase homolog 5 OS=Mus musculus GN=Nme5 PE=1 SV=2","Q99MH5",24,0,0,8,5
"1462","Nucleus accumbens-associated protein 1 OS=Mus musculus GN=Nacc1 PE=1 SV=1","Q7TSZ8",57,0,4,0,0
"1463","NXPE family member 2 OS=Mus musculus GN=Nxpe2 PE=2 SV=1","Q3U095",64,2,0,0,0
"1464","OTU domain-containing protein 4 OS=Mus musculus GN=Otud4 PE=1 SV=1","B2RRE7",123,0,4,10,12
"1465","Outer dense fiber protein 1 OS=Mus musculus GN=Odf1 PE=2 SV=1","Q61999",28,0,0,14,11
"1466","Outer dense fiber protein 2 OS=Mus musculus GN=Odf2 PE=1 SV=1","A3KGV1",96,0,0,6,8
"1467","Oxygen-regulated protein 1 OS=Mus musculus GN=Rp1 PE=1 SV=2","P56716",234,14,15,0,0
"1468","Oxysterol-binding protein-related protein 10 OS=Mus musculus GN=Osbpl10 PE=1 SV=1","S4R1M9",84,2,0,4,4
"1469","Oxysterol-binding protein-related protein 6 OS=Mus musculus GN=Osbpl6 PE=1 SV=1","Q8BXR9",109,8,8,0,0
"1470","Oxysterol-binding protein-related protein 9 OS=Mus musculus GN=Osbpl9 PE=1 SV=1","A2A8Z1",83,0,0,8,9
"1471","Pachytene checkpoint protein 2 homolog OS=Mus musculus GN=Trip13 PE=1 SV=1","Q3UA06",48,0,0,0,3
"1472","Paired amphipathic helix protein Sin3a OS=Mus musculus GN=Sin3a PE=1 SV=3","Q60520",145,0,0,0,2
"1473","Paired box protein Pax-6 OS=Mus musculus GN=Pax6 PE=1 SV=1","P63015",47,2,0,0,0
"1474","Paired box protein Pax-7 OS=Mus musculus GN=Pax7 PE=1 SV=2","P47239",55,0,0,2,0
"1475","PAN2-PAN3 deadenylation complex catalytic subunit Pan2 OS=Mus musculus GN=Pan2 PE=1 SV=1","Q8BGF7",135,3,3,6,8
"1476","PAN2-PAN3 deadenylation complex subunit Pan3 OS=Mus musculus GN=Pan3 PE=1 SV=3","Q640Q5",90,5,5,4,8
"1477","Pantothenate kinase 4 OS=Mus musculus GN=Pank4 PE=1 SV=2","Q80YV4",92,0,0,4,3
"1478","Papilin OS=Mus musculus GN=Papln PE=2 SV=2","Q9EPX2",139,0,0,9,12
"1479","Parafibromin OS=Mus musculus GN=Cdc73 PE=1 SV=1","Q8JZM7",61,0,2,2,2
"1480","Paraplegin OS=Mus musculus GN=Spg7 PE=1 SV=1","Q3ULF4",86,0,0,0,2
"1481","Paraspeckle component 1 OS=Mus musculus GN=Pspc1 PE=1 SV=1","Q8R326",59,46,45,105,87
"1482","Partitioning defective 3 homolog B OS=Mus musculus GN=Pard3b PE=1 SV=2","Q9CSB4",133,5,3,0,0
"1483","Partitioning defective 3 homolog OS=Mus musculus GN=Pard3 PE=1 SV=2","Q99NH2",149,2,3,0,0
"1484","PAS domain-containing serine/threonine-protein kinase OS=Mus musculus GN=Pask PE=1 SV=3","Q8CEE6",151,0,0,8,11
"1485","Patatin-like phospholipase domain-containing protein 7 OS=Mus musculus GN=Pnpla7 PE=1 SV=1","A2AJ88",150,0,0,5,5
"1486","PAX-interacting protein 1 OS=Mus musculus GN=Paxip1 PE=1 SV=1","Q6NZQ4",119,11,9,0,2
"1487","Paxillin OS=Mus musculus GN=Pxn PE=1 SV=1","Q8VI36",64,4,4,16,13
"1488","PCI domain-containing protein 2 OS=Mus musculus GN=Pcid2 PE=1 SV=1","Q8BFV2",46,3,3,16,14
"1489","PDZ and LIM domain protein 5 OS=Mus musculus GN=Pdlim5 PE=1 SV=4","Q8CI51",63,13,14,5,5
"1490","PDZ and LIM domain protein 7 OS=Mus musculus GN=Pdlim7 PE=1 SV=1","Q3TJD7",50,0,0,5,5
"1491","PDZ domain-containing protein 11 OS=Mus musculus GN=Pdzd11 PE=1 SV=1","Q9CZG9",16,6,0,0,0
"1492","Peflin OS=Mus musculus GN=Pef1 PE=1 SV=1","Q8BFY6",29,6,5,0,0
"1493","Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Mus musculus GN=Ptcd3 PE=1 SV=2","Q14C51",78,26,22,13,17
"1494","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Mus musculus GN=Ngly1 PE=1 SV=2","Q9JI78",74,0,0,27,30
"1495","Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus GN=Ppia PE=1 SV=2","P17742",18,0,3,0,0
"1496","Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Mus musculus GN=Fkbp8 PE=1 SV=2","O35465",44,0,2,2,2
"1497","Peptidyl-prolyl cis-trans isomerase H OS=Mus musculus GN=Ppih PE=1 SV=1","Q9D868",20,0,0,2,2
"1498","Peptidyl-prolyl cis-trans isomerase-like 1 OS=Mus musculus GN=Ppil1 PE=1 SV=1","Q9D0W5",18,8,10,2,2
"1499","Peptidyl-prolyl cis-trans isomerase-like 3 OS=Mus musculus GN=Ppil3 PE=1 SV=1","Q9D6L8",18,0,2,0,0
"1500","Peptidyl-prolyl cis-trans isomerase-like 4 OS=Mus musculus GN=Ppil4 PE=1 SV=2","Q9CXG3",57,0,0,2,0
"1501","Peptidyl-tRNA hydrolase 2, mitochondrial OS=Mus musculus GN=Ptrh2 PE=1 SV=1","Q8R2Y8",20,0,0,2,2
"1502","Peripheral plasma membrane protein CASK OS=Mus musculus GN=Cask PE=1 SV=2","O70589",105,2,3,0,0
"1503","Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=1 SV=2","Q3UQ28",165,8,8,5,0
"1504","Peroxiredoxin-1 OS=Mus musculus GN=Prdx1 PE=1 SV=1","P35700",22,6,5,29,28
"1505","Peroxiredoxin-2 OS=Mus musculus GN=Prdx2 PE=1 SV=3","Q61171",22,4,5,4,6
"1506","Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1","O08807",31,6,8,50,53
"1507","Peroxiredoxin-5, mitochondrial OS=Mus musculus GN=Prdx5 PE=1 SV=2","P99029",22,3,3,0,0
"1508","Peroxisomal 2,4-dienoyl-CoA reductase OS=Mus musculus GN=Decr2 PE=1 SV=1","Q9WV68",31,0,0,0,7
"1509","Peroxisomal biogenesis factor 3 OS=Mus musculus GN=Pex3 PE=1 SV=1","Q9QXY9",42,0,0,0,2
"1510","Peroxisomal leader peptide-processing protease OS=Mus musculus GN=Tysnd1 PE=1 SV=1","Q9DBA6",59,0,0,3,2
"1511","Peroxisomal membrane protein 11B OS=Mus musculus GN=Pex11b PE=1 SV=1","Q9Z210",29,0,0,8,11
"1512","Peroxisomal multifunctional enzyme type 2 OS=Mus musculus GN=Hsd17b4 PE=1 SV=3","P51660",79,11,8,42,41
"1513","Peroxisome assembly factor 2 OS=Mus musculus GN=Pex6 PE=1 SV=1","Q99LC9",105,0,4,14,19
"1514","Peroxisome biogenesis factor 1 OS=Mus musculus GN=Pex1 PE=1 SV=2","Q5BL07",141,0,2,11,15
"1515","PEX5-related protein OS=Mus musculus GN=Pex5l PE=1 SV=2","Q8C437",63,0,0,0,2
"1516","Phakinin OS=Mus musculus GN=Bfsp2 PE=1 SV=1","Q6NVD9",46,3,0,0,0
"1517","PHD finger protein 1 OS=Mus musculus GN=Phf1 PE=1 SV=2","Q9Z1B8",61,0,0,2,0
"1518","PHD finger-like domain-containing protein 5A OS=Mus musculus GN=Phf5a PE=1 SV=1","P83870",12,4,4,0,0
"1519","Phenylalanine--tRNA ligase alpha subunit OS=Mus musculus GN=Farsa PE=1 SV=1","Q8C0C7",58,21,24,27,16
"1520","Phenylalanine--tRNA ligase beta subunit OS=Mus musculus GN=Farsb PE=1 SV=2","Q9WUA2",66,0,2,3,2
"1521","Phosphate carrier protein, mitochondrial OS=Mus musculus GN=Slc25a3 PE=1 SV=1","Q8VEM8",40,21,21,15,20
"1522","Phosphatidate cytidylyltransferase, mitochondrial OS=Mus musculus GN=Tamm41 PE=1 SV=2","Q3TUH1",38,0,0,4,4
"1523","Phosphatidate phosphatase LPIN1 OS=Mus musculus GN=Lpin1 PE=1 SV=1","Q91ZP3",102,0,0,3,3
"1524","Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus GN=Ptpmt1 PE=1 SV=1","Q66GT5",22,0,0,3,3
"1525","Phosphatidylinositide phosphatase SAC1 OS=Mus musculus GN=Sacm1l PE=1 SV=1","Q9EP69",67,0,0,6,4
"1526","Phosphatidylinositol 4-kinase alpha OS=Mus musculus GN=Pi4ka PE=1 SV=2","E9Q3L2",237,3,4,11,18
"1527","Phosphatidylinositol 4-kinase type 2-beta OS=Mus musculus GN=Pi4k2b PE=1 SV=1","Q8CBQ5",53,0,0,0,4
"1528","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Mus musculus GN=Pik3c2a PE=1 SV=2","Q61194",191,0,0,6,11
"1529","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Mus musculus GN=Pik3ca PE=1 SV=2","P42337",124,0,0,0,2
"1530","Phosphatidylserine decarboxylase proenzyme, mitochondrial OS=Mus musculus GN=Pisd PE=2 SV=1","Q8BSF4",46,0,0,4,2
"1531","Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Mus musculus GN=Pck2 PE=1 SV=1","Q8BH04",71,0,0,11,10
"1532","Phosphofurin acidic cluster sorting protein 1 OS=Mus musculus GN=Pacs1 PE=1 SV=2","Q8K212",105,0,0,0,4
"1533","Phosphoglycerate kinase 2 OS=Mus musculus GN=Pgk2 PE=1 SV=4","P09041",45,0,0,22,0
"1534","Phosphoinositide 3-kinase regulatory subunit 4 OS=Mus musculus GN=Pik3r4 PE=1 SV=3","Q8VD65",153,0,0,2,3
"1535","Phospholipase A-2-activating protein OS=Mus musculus GN=Plaa PE=1 SV=4","P27612",87,0,0,10,9
"1536","Phospholipase DDHD1 OS=Mus musculus GN=Ddhd1 PE=1 SV=1","Q80YA3",62,6,6,10,5
"1537","Phospholipid hydroperoxide glutathione peroxidase, mitochondrial OS=Mus musculus GN=Gpx4 PE=1 SV=4","O70325",22,2,2,18,21
"1538","Phospholipid phosphatase-related protein type 4 OS=Mus musculus GN=Plppr4 PE=1 SV=2","Q7TME0",83,0,2,0,0
"1539","Phospholipid transfer protein C2CD2L OS=Mus musculus GN=C2cd2l PE=1 SV=3","Q80X80",76,0,2,0,0
"1540","Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Mus musculus GN=Prpsap1 PE=1 SV=1","Q9D0M1",39,0,0,4,5
"1541","Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Mus musculus GN=Prpsap2 PE=1 SV=1","Q8R574",41,0,0,3,5
"1542","Phosphorylase b kinase regulatory subunit beta OS=Mus musculus GN=Phkb PE=1 SV=1","Q7TSH2",124,0,2,3,3
"1543","Photoreceptor-specific nuclear receptor OS=Mus musculus GN=Nr2e3 PE=1 SV=1","Q9QXZ7",43,9,11,0,0
"1544","PIH1 domain-containing protein 1 OS=Mus musculus GN=Pih1d1 PE=1 SV=1","Q9CQJ2",32,0,0,2,2
"1545","Pikachurin OS=Mus musculus GN=Egflam PE=1 SV=1","Q4VBE4",111,2,2,0,0
"1546","Pinin OS=Mus musculus GN=Pnn PE=1 SV=4","O35691",82,0,3,0,0
"1547","Piwi-like protein 1 OS=Mus musculus GN=Piwil1 PE=1 SV=1","Q9JMB7",99,0,0,171,147
"1548","Piwi-like protein 2 OS=Mus musculus GN=Piwil2 PE=1 SV=2","Q8CDG1",109,0,0,44,53
"1549","Plakophilin-4 OS=Mus musculus GN=Pkp4 PE=1 SV=1","Q68FH0",132,40,33,4,3
"1550","Plasma membrane calcium-transporting ATPase 1 OS=Mus musculus GN=Atp2b1 PE=1 SV=1","G5E829",135,6,11,0,0
"1551","Plasma membrane calcium-transporting ATPase 2 OS=Mus musculus GN=Atp2b2 PE=1 SV=2","Q9R0K7",133,4,7,0,0
"1552","Plasminogen OS=Mus musculus GN=Plg PE=1 SV=3","P20918",91,0,0,28,20
"1553","Platelet-activating factor acetylhydrolase IB subunit alpha OS=Mus musculus GN=Pafah1b1 PE=1 SV=2","P63005",47,0,0,0,4
"1554","Pleckstrin homology domain-containing family A member 6 OS=Mus musculus GN=Plekha6 PE=1 SV=1","Q7TQG1",131,12,14,0,0
"1555","Pleckstrin homology domain-containing family A member 7 OS=Mus musculus GN=Plekha7 PE=1 SV=2","Q3UIL6",127,37,36,0,0
"1556","Pleckstrin homology domain-containing family B member 1 OS=Mus musculus GN=Plekhb1 PE=1 SV=1","Q9QYE9",27,0,2,0,0
"1557","Pleckstrin homology domain-containing family G member 5 OS=Mus musculus GN=Plekhg5 PE=1 SV=1","Q66T02",119,0,0,3,3
"1558","Pleckstrin homology domain-containing family M member 3 OS=Mus musculus GN=Plekhm3 PE=1 SV=1","Q8BM47",87,0,2,0,0
"1559","Plectin OS=Mus musculus GN=Plec PE=1 SV=3","Q9QXS1",534,48,36,6,4
"1560","Pleiotropic regulator 1 OS=Mus musculus GN=Plrg1 PE=1 SV=1","Q922V4",57,6,10,10,7
"1561","POC1 centriolar protein homolog A OS=Mus musculus GN=Poc1a PE=2 SV=2","Q8JZX3",45,0,0,0,2
"1562","Pogo transposable element with ZNF domain OS=Mus musculus GN=Pogz PE=1 SV=2","Q8BZH4",155,10,15,0,0
"1563","Poly [ADP-ribose] polymerase 1 OS=Mus musculus GN=Parp1 PE=1 SV=3","P11103",113,0,0,6,11
"1564","Poly(rC)-binding protein 1 OS=Mus musculus GN=Pcbp1 PE=1 SV=1","P60335",37,12,16,22,22
"1565","Poly(rC)-binding protein 2 OS=Mus musculus GN=Pcbp2 PE=1 SV=1","Q61990",38,15,16,26,22
"1566","Poly(rC)-binding protein 3 OS=Mus musculus GN=Pcbp3 PE=1 SV=3","P57722",39,14,0,0,0
"1567","Poly(rC)-binding protein 4 OS=Mus musculus GN=Pcbp4 PE=1 SV=1","P57724",41,4,6,0,0
"1568","Poly(U)-binding-splicing factor PUF60 OS=Mus musculus GN=Puf60 PE=1 SV=2","Q3UEB3",60,0,0,2,0
"1569","Polyadenylate-binding protein 1 OS=Mus musculus GN=Pabpc1 PE=1 SV=2","P29341",71,77,70,163,142
"1570","Polyadenylate-binding protein 2 OS=Mus musculus GN=Pabpn1 PE=1 SV=3","Q8CCS6",32,10,6,7,7
"1571","Polyadenylate-binding protein-interacting protein 1 OS=Mus musculus GN=Paip1 PE=1 SV=1","Q8VE62",46,2,3,2,0
"1572","Polycomb complex protein BMI-1 OS=Mus musculus GN=Bmi1 PE=1 SV=1","P25916",37,4,4,0,0
"1573","Polycomb protein EED OS=Mus musculus GN=Eed PE=1 SV=1","Q921E6",50,4,3,0,2
"1574","Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Mus musculus GN=Nol9 PE=1 SV=1","Q3TZX8",81,0,3,0,0
"1575","Polypeptide N-acetylgalactosaminyltransferase 3 OS=Mus musculus GN=Galnt3 PE=1 SV=3","P70419",73,0,0,2,0
"1576","Polyphosphoinositide phosphatase OS=Mus musculus GN=Fig4 PE=1 SV=1","Q91WF7",103,0,0,3,3
"1577","Polypyrimidine tract-binding protein 1 OS=Mus musculus GN=Ptbp1 PE=1 SV=2","P17225",56,10,13,12,9
"1578","Polypyrimidine tract-binding protein 2 OS=Mus musculus GN=Ptbp2 PE=1 SV=2","Q91Z31",57,5,7,4,0
"1579","Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Mus musculus GN=Clp1 PE=1 SV=1","Q99LI9",48,3,0,17,16
"1580","Postacrosomal sheath WW domain-binding protein OS=Mus musculus GN=Wbp2nl PE=2 SV=1","Q9D529",37,0,0,14,12
"1581","Potassium voltage-gated channel subfamily B member 1 OS=Mus musculus GN=Kcnb1 PE=1 SV=2","Q03717",96,9,13,0,0
"1582","Potassium voltage-gated channel subfamily V member 2 OS=Mus musculus GN=Kcnv2 PE=2 SV=1","Q8CFS6",64,6,8,0,0
"1583","Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 OS=Mus musculus GN=Hcn1 PE=1 SV=1","O88704",102,9,18,0,0
"1584","Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 OS=Mus musculus GN=Hcn4 PE=1 SV=2","O70507",127,0,6,0,0
"1585","PR domain zinc finger protein 10 OS=Mus musculus GN=Prdm10 PE=1 SV=2","Q3UTQ7",134,0,5,0,0
"1586","PR domain zinc finger protein 5 OS=Mus musculus GN=Prdm5 PE=2 SV=2","Q9CXE0",70,0,0,2,0
"1587","PR domain zinc finger protein 8 OS=Mus musculus GN=Prdm8 PE=1 SV=1","Q8BZ97",71,2,3,0,0
"1588","Pre-B-cell leukemia transcription factor 1 OS=Mus musculus GN=Pbx1 PE=1 SV=2","P41778",47,3,3,0,0
"1589","pre-mRNA 3' end processing protein WDR33 OS=Mus musculus GN=Wdr33 PE=1 SV=1","Q8K4P0",145,31,36,40,42
"1590","Pre-mRNA 3'-end-processing factor FIP1 OS=Mus musculus GN=Fip1l1 PE=1 SV=1","Q9D824",65,6,5,17,16
"1591","Pre-mRNA-processing factor 17 OS=Mus musculus GN=Cdc40 PE=2 SV=1","Q9DC48",65,5,4,0,0
"1592","Pre-mRNA-processing factor 19 OS=Mus musculus GN=Prpf19 PE=1 SV=1","Q99KP6",55,20,38,28,27
"1593","Pre-mRNA-processing factor 39 OS=Mus musculus GN=Prpf39 PE=1 SV=3","Q8K2Z2",78,3,2,8,5
"1594","Pre-mRNA-processing factor 6 OS=Mus musculus GN=Prpf6 PE=1 SV=1","Q91YR7",107,34,41,18,22
"1595","Pre-mRNA-processing-splicing factor 8 OS=Mus musculus GN=Prpf8 PE=1 SV=2","Q99PV0",274,70,102,38,55
"1596","Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Mus musculus GN=Dhx15 PE=1 SV=2","O35286",91,52,51,59,52
"1597","Pre-mRNA-splicing factor CWC22 homolog OS=Mus musculus GN=Cwc22 PE=1 SV=1","Q8C5N3",105,0,3,0,0
"1598","Pre-mRNA-splicing factor RBM22 OS=Mus musculus GN=Rbm22 PE=1 SV=1","Q8BHS3",47,20,20,8,7
"1599","Pre-mRNA-splicing factor SLU7 OS=Mus musculus GN=Slu7 PE=1 SV=1","Q8BHJ9",68,2,3,0,0
"1600","Pre-mRNA-splicing factor SPF27 OS=Mus musculus GN=Bcas2 PE=1 SV=1","Q9D287",26,4,10,3,6
"1601","Pre-mRNA-splicing factor SYF1 OS=Mus musculus GN=Xab2 PE=1 SV=1","Q9DCD2",100,4,4,0,0
"1602","Preferentially expressed antigen in melanoma-like protein 1 OS=Mus musculus GN=Pramel1 PE=1 SV=1","Q99MW3",52,0,0,3,3
"1603","Prickle-like protein 1 OS=Mus musculus GN=Prickle1 PE=1 SV=1","Q3U5C7",94,5,4,0,0
"1604","Prickle-like protein 2 OS=Mus musculus GN=Prickle2 PE=1 SV=3","Q80Y24",96,5,8,0,0
"1605","Probable allantoicase OS=Mus musculus GN=Allc PE=1 SV=2","Q9JHX6",46,0,0,3,3
"1606","Probable asparagine--tRNA ligase, mitochondrial OS=Mus musculus GN=Nars2 PE=1 SV=1","Q8BGV0",54,0,0,2,2
"1607","Probable ATP-dependent RNA helicase DDX17 OS=Mus musculus GN=Ddx17 PE=1 SV=1","Q501J6",72,130,123,122,102
"1608","Probable ATP-dependent RNA helicase DDX20 OS=Mus musculus GN=Ddx20 PE=1 SV=2","Q9JJY4",92,0,0,4,7
"1609","Probable ATP-dependent RNA helicase DDX41 OS=Mus musculus GN=Ddx41 PE=1 SV=2","Q91VN6",70,0,0,0,2
"1610","Probable ATP-dependent RNA helicase DDX5 OS=Mus musculus GN=Ddx5 PE=1 SV=2","Q61656",69,137,130,168,143
"1611","Probable ATP-dependent RNA helicase DDX6 OS=Mus musculus GN=Ddx6 PE=1 SV=1","P54823",54,10,9,16,16
"1612","Probable ATP-dependent RNA helicase DHX40 OS=Mus musculus GN=Dhx40 PE=1 SV=1","Q6PE54",89,0,0,3,3
"1613","Probable ATP-dependent RNA helicase DHX58 OS=Mus musculus GN=Dhx58 PE=1 SV=2","Q99J87",77,0,0,3,3
"1614","Probable ATP-dependent RNA helicase YTHDC2 OS=Mus musculus GN=Ythdc2 PE=1 SV=1","B2RR83",161,11,13,59,72
"1615","Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Mus musculus GN=Ciao1 PE=1 SV=1","Q99KN2",38,0,0,2,0
"1616","Probable E3 ubiquitin-protein ligase DTX2 OS=Mus musculus GN=Dtx2 PE=1 SV=2","Q8R3P2",67,0,0,3,3
"1617","Probable E3 ubiquitin-protein ligase TRIM8 OS=Mus musculus GN=Trim8 PE=1 SV=3","Q99PJ2",62,2,0,0,0
"1618","Probable global transcription activator SNF2L2 OS=Mus musculus GN=Smarca2 PE=1 SV=1","Q6DIC0",180,72,73,27,30
"1619","Probable helicase senataxin OS=Mus musculus GN=Setx PE=1 SV=1","A2AKX3",298,0,0,0,4
"1620","Probable helicase with zinc finger domain OS=Mus musculus GN=Helz PE=1 SV=2","Q6DFV5",220,12,11,2,7
"1621","Probable inactive serine protease 37 OS=Mus musculus GN=Prss37 PE=1 SV=1","Q9DAA4",27,0,0,4,5
"1622","Probable RNA-binding protein 46 OS=Mus musculus GN=Rbm46 PE=1 SV=1","P86049",60,0,0,10,13
"1623","Probable threonine--tRNA ligase 2, cytoplasmic OS=Mus musculus GN=Tarsl2 PE=1 SV=1","Q8BLY2",91,2,0,0,0
"1624","Probable tubulin polyglutamylase TTLL9 OS=Mus musculus GN=Ttll9 PE=2 SV=2","A2APC3",54,0,0,3,2
"1625","Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Mus musculus GN=Usp9x PE=1 SV=2","P70398",291,32,45,77,90
"1626","Procollagen galactosyltransferase 1 OS=Mus musculus GN=Colgalt1 PE=1 SV=2","Q8K297",71,2,0,6,6
"1627","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Mus musculus GN=Plod3 PE=1 SV=1","Q9R0E1",85,0,0,2,2
"1628","Programmed cell death protein 6 OS=Mus musculus GN=Pdcd6 PE=1 SV=2","P12815",22,4,4,14,15
"1629","Prohibitin OS=Mus musculus GN=Phb PE=1 SV=1","P67778",30,2,0,0,0
"1630","Proliferating cell nuclear antigen OS=Mus musculus GN=Pcna PE=1 SV=2","P17918",29,0,0,6,3
"1631","Proline-, glutamic acid- and leucine-rich protein 1 OS=Mus musculus GN=Pelp1 PE=1 SV=2","Q9DBD5",118,0,0,6,3
"1632","Proline-rich protein 12 OS=Mus musculus GN=Prr12 PE=1 SV=1","E9PYL2",212,0,3,0,0
"1633","Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus GN=Lrp1 PE=1 SV=1","Q91ZX7",505,26,46,0,0
"1634","Prolyl 3-hydroxylase 2 OS=Mus musculus GN=P3h2 PE=1 SV=1","Q8CG71",80,0,0,0,2
