"","Description","spID","MW","retinaWT","retinaKO","testisWT","testisKO"
"1232","Long-chain fatty acid transport protein 1 OS=Mus musculus GN=Slc27a1 PE=1 SV=1","Q60714",71,9.26576447189775e-06,6.00106819013784e-06,6.32683453867643e-06,8.22834529428193e-06
"1233","Long-chain fatty acid transport protein 3 OS=Mus musculus GN=Slc27a3 PE=1 SV=2","O88561",73,0,0,3.78676714222151e-06,3.2953163668478e-06
"1234","Long-chain fatty acid transport protein 4 OS=Mus musculus GN=Slc27a4 PE=1 SV=1","Q91VE0",72,2.68737449961087e-06,2.36708800833215e-06,0,1.43189342130887e-06
"1235","Long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadl PE=1 SV=2","P51174",48,0,0,1.00783229670583e-05,1.07392006598165e-05
"1236","Long-chain-fatty-acid--CoA ligase 3 OS=Mus musculus GN=Acsl3 PE=1 SV=2","Q9CZW4",80,8.22336596880926e-06,6.3911376224968e-06,9.93434692467173e-06,9.88006460703117e-06
"1237","Long-chain-fatty-acid--CoA ligase 4 OS=Mus musculus GN=Acsl4 PE=1 SV=2","Q9QUJ7",79,0,0,0,1.74002238538799e-06
"1238","Long-chain-fatty-acid--CoA ligase 6 OS=Mus musculus GN=Acsl6 PE=1 SV=1","Q91WC3",78,0,0,3.98702886608899e-06,2.20291295585979e-06
"1239","Long-chain-fatty-acid--CoA ligase ACSBG1 OS=Mus musculus GN=Acsbg1 PE=1 SV=1","Q99PU5",80,0,0,8.63856254319281e-06,7.73222447506787e-06
"1240","Long-chain-fatty-acid--CoA ligase ACSBG2 OS=Mus musculus GN=Acsbg2 PE=1 SV=1","Q2XU92",74,0,0,1.40084797997721e-06,1.39319359911133e-06
"1241","Low molecular weight phosphotyrosine protein phosphatase OS=Mus musculus GN=Acp1 PE=1 SV=3","Q9D358",18,0,0,7.67872226061583e-06,7.63676491364728e-06
"1242","Lupus La protein homolog OS=Mus musculus GN=Ssb PE=1 SV=1","P32067",48,2.01553087470815e-05,1.95284760687402e-05,1.15180833909237e-05,1.28870407917798e-05
"1243","Lys-63-specific deubiquitinase BRCC36 OS=Mus musculus GN=Brcc3 PE=1 SV=1","P46737",33,0,0,2.09419698016795e-06,2.08275406735835e-06
"1244","Lysine--tRNA ligase OS=Mus musculus GN=Kars PE=1 SV=1","Q99MN1",68,0,0,3.04890442700923e-06,4.54836733827522e-06
"1245","Lysine-specific demethylase 3A OS=Mus musculus GN=Kdm3a PE=1 SV=1","Q6PCM1",148,0,0,2.80169595995443e-06,1.39319359911133e-06
"1246","Lysine-specific demethylase 3B OS=Mus musculus GN=Kdm3b PE=1 SV=2","Q6ZPY7",171,2.26305221019863e-06,0,0,0
"1247","Lysine-specific demethylase 5A OS=Mus musculus GN=Kdm5a PE=1 SV=2","Q3UXZ9",192,6.04659262412445e-07,4.43829001562278e-07,0,0
"1248","Lysine-specific demethylase 5B OS=Mus musculus GN=Kdm5b PE=1 SV=1","Q80Y84",176,0,0,5.88992900672237e-07,7.81032775259381e-07
"1249","Lysine-specific demethylase 9 OS=Mus musculus GN=Rsbn1 PE=1 SV=3","Q80T69",89,4.34811154993219e-06,3.82989520449247e-06,1.16475000582375e-06,1.93064281524791e-06
"1250","Lysine-specific histone demethylase 1A OS=Mus musculus GN=Kdm1a PE=1 SV=2","Q6ZQ88",93,7.9060823988552e-06,5.95589885967444e-06,1.11465323137972e-06,0
"1251","Lysozyme C-1 OS=Mus musculus GN=Lyz1 PE=1 SV=1","P17897",17,0,0,0,6.06448978436696e-06
"1252","M-phase phosphoprotein 8 OS=Mus musculus GN=Mphosph8 PE=1 SV=1","Q3TYA6",97,0,0,1.06868814967334e-06,0
"1253","Macrophage erythroblast attacher OS=Mus musculus GN=Maea PE=1 SV=1","Q4VC33",45,5.15975903925287e-06,7.57468162666288e-06,2.30361667818475e-06,1.52735298272946e-06
"1254","Maestro heat-like repeat-containing protein family member 7 OS=Mus musculus GN=Mroh7 PE=3 SV=1","A2AVR2",142,0,0,4.86679579898187e-07,0
"1255","MAGUK p55 subfamily member 2 OS=Mus musculus GN=Mpp2 PE=1 SV=1","Q9WV34",62,1.87249319972886e-06,1.37443819838641e-06,0,0
"1256","MAGUK p55 subfamily member 4 OS=Mus musculus GN=Mpp4 PE=1 SV=1","Q6P7F1",72,1.18244477982878e-05,1.36107560479099e-05,0,0
"1257","Major prion protein OS=Mus musculus GN=Prnp PE=1 SV=2","P04925",28,1.38207831408559e-05,1.21735954714225e-05,0,0
"1258","Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1","Q9WVL0",24,0,0,5.75904169546187e-06,5.72757368523546e-06
"1259","Mannose-1-phosphate guanyltransferase alpha OS=Mus musculus GN=Gmppa PE=1 SV=1","Q922H4",46,0,0,2.25353805474595e-06,1.49414965701795e-06
"1260","Mannose-6-phosphate isomerase OS=Mus musculus GN=Mpi PE=1 SV=1","Q924M7",47,0,0,5.14637768530636e-06,2.92471847756704e-06
"1261","Mannosyl-oligosaccharide glucosidase OS=Mus musculus GN=Mogs PE=1 SV=1","Q80UM7",92,0,0,1.50235870316397e-06,1.12061224276346e-06
"1262","MAP kinase-activating death domain protein OS=Mus musculus GN=Madd PE=1 SV=2","Q80U28",175,1.32679518152217e-06,7.30415728285349e-07,0,0
"1263","MAP/microtubule affinity-regulating kinase 3 OS=Mus musculus GN=Mark3 PE=1 SV=2","Q03141",84,5.98900602770422e-06,5.57956459106864e-06,1.23408036331326e-06,0
"1264","MAP/microtubule affinity-regulating kinase 4 OS=Mus musculus GN=Mark4 PE=1 SV=1","Q8CIP4",83,2.79745972007686e-06,1.02668877469828e-06,0,0
"1265","MAP7 domain-containing protein 1 OS=Mus musculus GN=Map7d1 PE=1 SV=1","A2AJI0",93,1.66443839975899e-06,1.37443819838641e-06,0,0
"1266","Mapk-regulated corepressor-interacting protein 1 OS=Mus musculus GN=Mcrip1 PE=1 SV=1","Q3UGS4",11,0,7.74683348181431e-06,9.42388641075579e-06,9.37239330311257e-06
"1267","Matrin-3 OS=Mus musculus GN=Matr3 PE=1 SV=1","Q8K310",95,6.35465060623774e-05,6.54811293252304e-05,3.23718764776489e-05,3.29184761277743e-05
"1268","MAU2 chromatid cohesion factor homolog OS=Mus musculus GN=Mau2 PE=1 SV=3","Q9D2X5",70,0,0,2.96179287195182e-06,4.41841398575307e-06
"1269","MBT domain-containing protein 1 OS=Mus musculus GN=Mbtd1 PE=1 SV=1","Q6P5G3",71,1.09008993787032e-06,0,0,0
"1270","Mediator of RNA polymerase II transcription subunit 10 OS=Mus musculus GN=Med10 PE=1 SV=1","Q9CXU0",16,4.83727409929956e-06,0,0,0
"1271","Mediator of RNA polymerase II transcription subunit 12 OS=Mus musculus GN=Med12 PE=1 SV=1","A2AGH6",245,2.05337349521288e-06,1.73908506734607e-06,0,0
"1272","Mediator of RNA polymerase II transcription subunit 13 OS=Mus musculus GN=Med13 PE=1 SV=1","Q5SWW4",239,8.09585623313734e-07,5.34823232008101e-07,0,0
"1273","Mediator of RNA polymerase II transcription subunit 14 OS=Mus musculus GN=Med14 PE=1 SV=1","A2ABV5",161,7.21084337783786e-07,0,6.438680156417e-07,4.26899902005127e-07
"1274","Mediator of RNA polymerase II transcription subunit 15 OS=Mus musculus GN=Med15 PE=1 SV=2","Q924H2",87,8.89613627457391e-07,2.4487117327574e-06,1.58870115736879e-06,0
"1275","Mediator of RNA polymerase II transcription subunit 23 OS=Mus musculus GN=Med23 PE=1 SV=2","Q80YQ2",156,0,0,0,4.40582591171959e-07
"1276","Mediator of RNA polymerase II transcription subunit 4 OS=Mus musculus GN=Med4 PE=2 SV=1","Q9CQA5",30,0,2.84050560999858e-06,0,0
"1277","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadm PE=1 SV=1","P45952",46,0,0,3.75589675790992e-06,2.24122448552692e-06
"1278","Meiosis-specific coiled-coil domain-containing protein MEIOC OS=Mus musculus GN=Meioc PE=1 SV=1","A2AG06",109,0,0,1.58505734737483e-06,0
"1279","Meiosis-specific with OB domain-containing protein OS=Mus musculus GN=Meiob PE=1 SV=3","Q9D513",53,0,0,1.36913066722301e-05,1.49133050672169e-05
"1280","Melanoma-associated antigen D1 OS=Mus musculus GN=Maged1 PE=1 SV=1","Q9QYH6",86,5.84972681775761e-06,7.43155537499628e-06,8.03587213320262e-07,0
"1281","Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 OS=Mus musculus GN=Magi2 PE=1 SV=2","Q9WVQ1",141,3.29346321654438e-06,2.41745158297751e-06,0,0
"1282","Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3 OS=Mus musculus GN=Magi3 PE=1 SV=2","Q9EQJ9",162,2.62765506628618e-06,1.57805867222143e-06,0,0
"1283","Membrane-associated phosphatidylinositol transfer protein 1 OS=Mus musculus GN=Pitpnm1 PE=1 SV=1","O35954",135,4.58645247933588e-06,2.84050560999858e-06,0,0
"1284","Membrane-associated phosphatidylinositol transfer protein 2 OS=Mus musculus GN=Pitpnm2 PE=1 SV=2","Q6ZPQ6",148,2.87621703201596e-06,2.87889082094451e-06,2.80169595995443e-06,3.01858613140788e-06
"1285","Membrane-associated phosphatidylinositol transfer protein 3 OS=Mus musculus GN=Pitpnm3 PE=1 SV=2","Q3UHE1",106,1.09523187153952e-06,8.0391668207507e-07,0,0
"1286","Mesoderm-specific transcript protein OS=Mus musculus GN=Mest PE=2 SV=1","Q07646",39,3.9690454148099e-06,3.27750647307528e-06,0,0
"1287","Metal transporter CNNM4 OS=Mus musculus GN=Cnnm4 PE=1 SV=2","Q69ZF7",87,3.11364769610087e-06,2.4487117327574e-06,4.36892818276418e-06,4.74006098088452e-06
"1288","Metastasis-associated protein MTA1 OS=Mus musculus GN=Mta1 PE=1 SV=1","Q8K4B0",81,1.38549085313271e-05,1.20984498203643e-05,2.98616976801727e-06,3.81838245682364e-06
"1289","Metastasis-associated protein MTA2 OS=Mus musculus GN=Mta2 PE=1 SV=1","Q9R190",75,1.65112289256092e-05,1.36344269279932e-05,9.214466712739e-06,8.7059120015579e-06
"1290","Metaxin-1 OS=Mus musculus GN=Mtx1 PE=1 SV=1","P47802",36,0,0,2.87952084773094e-06,2.86378684261773e-06
"1291","Methionine synthase OS=Mus musculus GN=Mtr PE=1 SV=1","A6H5Y3",139,0,0,9.94366911446655e-07,4.94466792969968e-07
"1292","Methionine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Mars PE=1 SV=1","Q68FL6",101,4.98095550818965e-06,3.37485815049336e-06,1.19742451093762e-05,9.52705325860948e-06
"1293","Methyl-CpG-binding domain protein 3 OS=Mus musculus GN=Mbd3 PE=1 SV=1","Q9Z2D8",32,0,3.9944610140605e-06,0,0
"1294","Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus GN=Mccc2 PE=1 SV=1","Q3ULD5",61,0,0,1.69938935275924e-06,0
"1295","Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Mus musculus GN=Mccc1 PE=1 SV=2","Q99MR8",79,0,0,2.18697785903616e-06,8.70011192693994e-07
"1296","Methylcytosine dioxygenase TET2 OS=Mus musculus GN=Tet2 PE=1 SV=3","Q4JK59",212,5.47615935769762e-07,6.02937511556302e-07,0,0
"1297","Methylcytosine dioxygenase TET3 OS=Mus musculus GN=Tet3 PE=1 SV=3","Q8BG87",180,2.14989959968869e-06,2.13037920749894e-06,0,0
"1298","Methylosome protein 50 OS=Mus musculus GN=Wdr77 PE=1 SV=1","Q99J09",37,2.09179420510251e-06,0,0,4.64397866370443e-06
"1299","MICOS complex subunit MIC13 OS=Mus musculus GN=Mic13 PE=1 SV=1","Q8R404",13,0,0,2.12641539524746e-05,1.58609732821905e-05
"1300","MICOS complex subunit Mic60 OS=Mus musculus GN=Immt PE=1 SV=1","Q8CAQ8",84,1.84277108544745e-06,2.02893257857041e-06,1.23408036331326e-06,0
"1301","Microfibril-associated glycoprotein 4 OS=Mus musculus GN=Mfap4 PE=1 SV=1","Q9D1H9",29,0,0,7.14915520815957e-06,7.11009147132678e-06
"1302","Microprocessor complex subunit DGCR8 OS=Mus musculus GN=Dgcr8 PE=1 SV=2","Q9EQM6",86,1.34993695794406e-06,1.48631107499926e-06,0,0
"1303","Microsomal glutathione S-transferase 1 OS=Mus musculus GN=Mgst1 PE=1 SV=3","Q91VS7",18,0,0,3.83936113030792e-06,3.81838245682364e-06
"1304","Microtubule cross-linking factor 1 OS=Mus musculus GN=Mtcl1 PE=1 SV=1","Q3UHU5",214,5.42498029827988e-07,0,0,0
"1305","Microtubule-actin cross-linking factor 1 OS=Mus musculus GN=Macf1 PE=1 SV=2","Q9QXZ0",832,7.90708266231659e-07,6.65743502343417e-07,1.24594652065281e-07,0
"1306","Microtubule-associated protein 1B OS=Mus musculus GN=Map1b PE=1 SV=2","P14873",270,4.44312583935664e-06,3.15611734444287e-06,0,0
"1307","Microtubule-associated protein 4 OS=Mus musculus GN=Map4 PE=1 SV=3","P27546",117,1.32301513826997e-06,7.28334771794508e-07,0,0
"1308","Microtubule-associated protein 6 OS=Mus musculus GN=Map6 PE=1 SV=2","Q7TSJ2",96,1.53180346477819e-05,4.43829001562278e-06,0,0
"1309","Microtubule-associated serine/threonine-protein kinase 1 OS=Mus musculus GN=Mast1 PE=1 SV=3","Q9R1L5",171,1.58413654713904e-06,0,0,0
"1310","Misshapen-like kinase 1 OS=Mus musculus GN=Mink1 PE=1 SV=3","Q9JM52",147,3.42228915868813e-06,4.05786515714083e-06,0,0
"1311","Mitochondria-eating protein OS=Mus musculus GN=Spata18 PE=1 SV=2","Q0P557",60,0,0,1.03662750518314e-05,1.03096326334238e-05
"1312","Mitochondrial 2-oxodicarboxylate carrier OS=Mus musculus GN=Slc25a21 PE=1 SV=1","Q8BZ09",33,0,0,8.37678792067182e-06,6.24826220207505e-06
"1313","Mitochondrial 2-oxoglutarate/malate carrier protein OS=Mus musculus GN=Slc25a11 PE=1 SV=3","Q9CR62",34,2.50400071022566e-05,2.00506278352841e-05,8.13041180535794e-06,8.08598637915594e-06
"1314","Mitochondrial amidoxime reducing component 2 OS=Mus musculus GN=Marc2 PE=1 SV=1","Q922Q1",38,0,0,0,2.71306121932206e-06
"1315","Mitochondrial carnitine/acylcarnitine carrier protein OS=Mus musculus GN=Slc25a20 PE=1 SV=1","Q9Z2Z6",33,3.51801752676332e-06,3.87341674090715e-06,0,2.08275406735835e-06
"1316","Mitochondrial carrier homolog 1 OS=Mus musculus GN=Mtch1 PE=1 SV=1","Q791T5",42,5.52831325634236e-06,2.02893257857041e-06,0,0
"1317","Mitochondrial carrier homolog 2 OS=Mus musculus GN=Mtch2 PE=1 SV=1","Q791V5",33,3.51801752676332e-06,0,0,0
"1318","Mitochondrial dicarboxylate carrier OS=Mus musculus GN=Slc25a10 PE=1 SV=2","Q9QZD8",32,2.41863704964978e-06,0,8.63856254319281e-06,7.51744046187154e-06
"1319","Mitochondrial glutamate carrier 1 OS=Mus musculus GN=Slc25a22 PE=1 SV=1","Q9D6M3",35,8.84530121014777e-06,8.52151682999574e-06,0,0
"1320","Mitochondrial glutamate carrier 2 OS=Mus musculus GN=Slc25a18 PE=1 SV=4","Q9DB41",34,0,0,3.04890442700923e-06,3.03224489218348e-06
"1321","Mitochondrial import inner membrane translocase subunit Tim23 OS=Mus musculus GN=Timm23 PE=1 SV=1","Q9WTQ8",22,0,0,7.85323867562983e-06,4.68619665155629e-06
"1322","Mitochondrial import inner membrane translocase subunit TIM50 OS=Mus musculus GN=Timm50 PE=1 SV=1","Q9D880",40,4.83727409929956e-06,4.26075841499787e-06,8.63856254319281e-06,9.45049658063851e-06
"1323","Mitochondrial pyruvate carrier 2 OS=Mus musculus GN=Mpc2 PE=1 SV=1","Q9D023",14,8.29246988451354e-06,6.08679773571124e-06,3.20860894461447e-05,2.70014188018243e-05
"1324","Mitochondrial Rho GTPase 1 OS=Mus musculus GN=Rhot1 PE=1 SV=1","Q8BG51",72,5.91222389914391e-06,3.55063201249822e-06,0,0
"1325","Mitochondrial Rho GTPase 2 OS=Mus musculus GN=Rhot2 PE=1 SV=1","Q8JZN7",69,4.48674699065467e-06,4.32250853695436e-06,0,0
"1326","Mitofusin-1 OS=Mus musculus GN=Mfn1 PE=1 SV=3","Q811U4",84,0,0,1.23408036331326e-06,1.22733721826474e-06
"1327","Mitogen-activated protein kinase 1 OS=Mus musculus GN=Mapk1 PE=1 SV=3","P63085",41,0,3.11762810853503e-06,0,0
"1328","Mitogen-activated protein kinase kinase kinase 7 OS=Mus musculus GN=Map3k7 PE=1 SV=1","Q62073",64,1.20931852482489e-06,0,0,0
"1329","Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus GN=Map4k4 PE=1 SV=1","P97820",141,3.29346321654438e-06,0,0,1.21863269898627e-06
"1330","Mitotic checkpoint protein BUB3 OS=Mus musculus GN=Bub3 PE=1 SV=2","Q9WVA3",37,4.18358841020503e-06,4.60622531351121e-06,1.02728851864996e-05,1.11455487928906e-05
"1331","MMS19 nucleotide excision repair protein homolog OS=Mus musculus GN=Mms19 PE=1 SV=1","Q9D071",113,0,0,6.11579649075597e-07,0
"1332","Monoacylglycerol lipase ABHD12 OS=Mus musculus GN=Abhd12 PE=1 SV=2","Q99LR1",45,0,0,1.53574445212317e-06,0
"1333","Monoacylglycerol lipase ABHD6 OS=Mus musculus GN=Abhd6 PE=1 SV=1","Q8R2Y0",38,0,0,1.81864474593533e-06,1.80870747954804e-06
"1334","Monocarboxylate transporter 1 OS=Mus musculus GN=Slc16a1 PE=1 SV=1","P53986",53,2.9206183241054e-06,2.41175004622521e-06,1.30393396878382e-06,1.29680913627973e-06
"1335","Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Mus musculus GN=Mthfd1l PE=1 SV=2","Q3V3R1",106,0,0,9.77950476587866e-07,6.48404568139863e-07
"1336","MORC family CW-type zinc finger protein 3 OS=Mus musculus GN=Morc3 PE=1 SV=1","F7BJB9",107,0,0,9.68810752507605e-07,1.60586178090714e-06
"1337","Mothers against decapentaplegic homolog 2 OS=Mus musculus GN=Smad2 PE=1 SV=2","Q62432",52,0,0,2.65801924405933e-06,3.96524332054763e-06
"1338","mRNA cap guanine-N7 methyltransferase OS=Mus musculus GN=Rnmt PE=1 SV=1","Q9D0L8",53,2.62855649169486e-05,2.81370838726274e-05,9.77950476587866e-06,1.36164959309371e-05
"1339","mRNA export factor OS=Mus musculus GN=Rae1 PE=1 SV=1","Q8C570",41,2.64280341034903e-05,3.11762810853503e-05,2.7811957456133e-05,3.10127160517627e-05
"1340","mRNA turnover protein 4 homolog OS=Mus musculus GN=Mrto4 PE=1 SV=1","Q9D0I8",28,0,0,3.70224108993978e-06,6.13668609132371e-06
"1341","mRNA-capping enzyme OS=Mus musculus GN=Rngtt PE=1 SV=1","O55236",69,0,0,1.50235870316397e-06,1.99219954269059e-06
"1342","mRNA-decapping enzyme 1A OS=Mus musculus GN=Dcp1a PE=1 SV=1","Q91YD3",65,0,0,1.06320769762373e-06,2.64349554703175e-06
"1343","mRNA-decapping enzyme 1B OS=Mus musculus GN=Dcp1b PE=1 SV=1","Q3U564",63,0,0,0,2.18193283247065e-06
"1344","Msx2-interacting protein OS=Mus musculus GN=Spen PE=1 SV=2","Q62504",399,6.78915663059588e-07,7.47501476315416e-07,0,0
"1345","Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog OS=Mus musculus GN=Malt1 PE=1 SV=2","Q2TBA3",93,0,0,7.43102154253145e-07,0
"1346","Multivesicular body subunit 12A OS=Mus musculus GN=Mvb12a PE=1 SV=1","Q78HU3",29,0,0,2.38305173605319e-06,0
"1347","Muscleblind-like protein 2 OS=Mus musculus GN=Mbnl2 PE=2 SV=2","Q8C181",40,2.90236445957974e-06,2.13037920749894e-06,0,2.57740815835596e-06
"1348","Myb-binding protein 1A OS=Mus musculus GN=Mybbp1a PE=1 SV=2","Q7TPV4",152,1.27296686823673e-06,0,0,0
"1349","Myc-associated zinc finger protein OS=Mus musculus GN=Maz PE=1 SV=1","P56671",49,1.02668674760644e-05,9.56496787040338e-06,0,0
"1350","MYCBP-associated protein OS=Mus musculus GN=Mycbpap PE=1 SV=1","Q5SUV2",106,0,0,1.62991746097978e-06,6.48404568139863e-07
"1351","Myelin expression factor 2 OS=Mus musculus GN=Myef2 PE=1 SV=1","Q8C854",63,1.35136546266147e-05,1.1497284611899e-05,3.01664088809908e-05,3.05470596545891e-05
"1352","Myeloid leukemia factor 2 OS=Mus musculus GN=Mlf2 PE=1 SV=1","Q99KX1",28,8.29246988451354e-06,9.13019660356686e-06,0,0
"1353","Myomegalin OS=Mus musculus GN=Pde4dip PE=1 SV=2","Q80YT7",251,1.07923246836962e-06,5.09253993824447e-07,0,0
"1354","Myosin light chain 1/3, skeletal muscle isoform OS=Mus musculus GN=Myl1 PE=1 SV=2","P05977",21,0,6.08679773571124e-06,0,0
"1355","Myosin light chain kinase, smooth muscle OS=Mus musculus GN=Mylk PE=1 SV=3","Q6PDN3",213,3.63363312623441e-07,0,0,0
"1356","Myosin light polypeptide 6 OS=Mus musculus GN=Myl6 PE=1 SV=3","Q60605",17,9.10545712809329e-06,7.51898543823154e-06,0,0
"1357","Myosin phosphatase Rho-interacting protein OS=Mus musculus GN=Mprip PE=1 SV=2","P97434",116,6.67210220593043e-07,0,1.78728880203989e-06,8.88761433915847e-07
"1358","Myosin regulatory light chain 12B OS=Mus musculus GN=Myl12b PE=1 SV=2","Q3THE2",20,3.86981927943965e-06,0,0,0
"1359","Myosin-1 OS=Mus musculus GN=Myh1 PE=1 SV=1","Q5SX40",223,0,8.7890083896817e-06,0,0
"1360","Myosin-10 OS=Mus musculus GN=Myh10 PE=1 SV=2","Q61879",229,6.25254643402913e-06,4.27936434694109e-06,0,0
"1361","Myosin-14 OS=Mus musculus GN=Myh14 PE=1 SV=1","Q6URW6",229,2.19684063898321e-06,2.79088979148332e-06,0,0
"1362","Myosin-4 OS=Mus musculus GN=Myh4 PE=2 SV=1","Q5SX39",223,0,8.59794298990602e-06,0,0
"1363","Myosin-7 OS=Mus musculus GN=Myh7 PE=2 SV=1","Q91Z83",223,0,4.39450419484085e-06,0,0
"1364","Myosin-8 OS=Mus musculus GN=Myh8 PE=2 SV=2","P13542",223,0,7.26048519147619e-06,0,0
"1365","Myosin-9 OS=Mus musculus GN=Myh9 PE=1 SV=4","Q8VDD5",226,4.45200448077128e-06,3.20499526791875e-06,0,0
"1366","Myotubularin-related protein 1 OS=Mus musculus GN=Mtmr1 PE=1 SV=1","Q9Z2C4",75,4.64378313532758e-06,5.11291009799744e-06,2.7643400138217e-06,4.58205894818837e-06
"1367","Myotubularin-related protein 2 OS=Mus musculus GN=Mtmr2 PE=1 SV=3","Q9Z2D1",73,0,0,7.10018839166533e-06,8.00291117663037e-06
"1368","Myotubularin-related protein 3 OS=Mus musculus GN=Mtmr3 PE=1 SV=2","Q8K296",134,5.77584967080545e-06,5.72340682611654e-06,3.09441046323325e-06,3.07750227863398e-06
"1369","Myotubularin-related protein 5 OS=Mus musculus GN=Sbf1 PE=1 SV=2","Q6ZPE2",209,1.0739211397488e-05,1.06009300277459e-05,7.77057300536004e-06,7.72811377625072e-06
"1370","Myotubularin-related protein 6 OS=Mus musculus GN=Mtmr6 PE=1 SV=1","Q8VE11",71,0,0,1.46003873969456e-06,1.9360812457134e-06
"1371","Myotubularin-related protein 9 OS=Mus musculus GN=Mtmr9 PE=1 SV=2","Q9Z2D0",63,0,0,1.09696032294512e-06,1.63644962435299e-06
"1372","N-acetylgalactosamine kinase OS=Mus musculus GN=Galk2 PE=1 SV=1","Q68FH4",51,0,0,2.71013726845265e-06,3.36916099131498e-06
"1373","N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Mus musculus GN=Naa35 PE=1 SV=1","Q6PHQ8",83,0,0,2.49789760285093e-06,2.0702073561092e-06
"1374","N-terminal kinase-like protein OS=Mus musculus GN=Scyl1 PE=1 SV=1","Q9EQC5",89,6.52216732489829e-06,7.18105350842338e-06,1.35887500679438e-05,1.27422425806362e-05
"1375","NACHT and WD repeat domain-containing protein 2 OS=Mus musculus GN=Nwd2 PE=1 SV=2","Q6P5U7",197,5.89312580625327e-07,6.48846459136731e-07,0,0
"1376","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Mus musculus GN=Ndufs3 PE=1 SV=2","Q9DCT2",30,0,2.84050560999858e-06,2.30361667818475e-06,0
"1377","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Mus musculus GN=Ndufs1 PE=1 SV=2","Q91VD9",80,0,0,1.29578438147892e-06,8.59136052785319e-07
"1378","Nardilysin OS=Mus musculus GN=Nrdc PE=1 SV=1","Q8BHG1",133,0,0,7.79419176829427e-07,0
"1379","Nck-associated protein 1 OS=Mus musculus GN=Nckap1 PE=1 SV=2","P28660",129,3.59983188785084e-06,2.97262214999851e-06,1.60717442664052e-06,1.06559510422985e-06
"1380","NEDD4-binding protein 2-like 2 OS=Mus musculus GN=N4bp2l2 PE=2 SV=2","Q8JZS6",66,0,0,1.57064773512597e-06,2.60344258419794e-06
"1381","NEDD4-like E3 ubiquitin-protein ligase WWP2 OS=Mus musculus GN=Wwp2 PE=1 SV=1","Q9DBH0",99,1.17267250892111e-06,2.15189818939286e-06,2.09419698016795e-06,2.08275406735835e-06
"1382","Nephrocystin-1 OS=Mus musculus GN=Nphp1 PE=1 SV=1","Q9QY53",77,0,0,8.97512991500552e-07,1.33891332901608e-06
